,State,Year,level,area,dem,real_wage_23,quint_label,sector,Sector_Type,Group,sex_cat,youth_cat,cws_type,emp_type
32393,Gujarat,2019,State,All,CWS Type,15364.66,Total,99,All,CWSType,NA,NA,3,NA
32881,Gujarat,2019,State,All,CWS Type,15364.66,3,99,All,CWSType,NA,NA,3,NA
46815,Bihar,2018,State,All,Emp Type,15364.66,5,99,All,EmpType,NA,NA,NA,3
46831,Sikkim,2018,State,All,Emp Type,15364.66,4,99,All,EmpType,NA,NA,NA,3
47859,Bihar,2018,State,urban/rural,Emp Type,15364.66,5,0,Rural,EmpType,NA,NA,NA,3
47892,Sikkim,2018,State,urban/rural,Emp Type,15364.66,4,0,Rural,EmpType,NA,NA,NA,3
1461,Kerala,2018,State,urban/rural,All Households,15365.46,3,1,Urban,Total,NA,NA,NA,NA
2122,Madhya Pradesh,2019,State,urban/rural,All Households,15365.46,4,1,Urban,Total,NA,NA,NA,NA
18055,Kerala,2018,State,urban/rural,Youth,15365.46,Total,1,Urban,Youth,NA,2,NA,NA
32829,Odisha,2019,State,All,CWS Type,15365.46,5,99,All,CWSType,NA,NA,2,NA
34141,Odisha,2019,State,urban/rural,CWS Type,15365.46,4,1,Urban,CWSType,NA,NA,2,NA
35168,Tripura,2020,State,All,CWS Type,15367.65,5,99,All,CWSType,NA,NA,1,NA
36368,Tripura,2020,State,urban/rural,CWS Type,15367.65,5,0,Rural,CWSType,NA,NA,1,NA
47353,Nagaland,2018,State,urban/rural,Emp Type,15368,Total,0,Rural,EmpType,NA,NA,NA,1
59827,Andhra Pradesh,2023,State,urban/rural,Emp Type,15369.3,5,0,Rural,EmpType,NA,NA,NA,3
2661,Uttrakhand,2020,State,urban/rural,All Households,15369.55,3,1,Urban,Total,NA,NA,NA,NA
52218,Tamil Nadu,2020,State,urban/rural,Emp Type,15369.55,Total,1,Urban,EmpType,NA,NA,NA,2
39911,Odisha,2022,State,All,CWS Type,15370.42,5,99,All,CWSType,NA,NA,1,NA
56224,Andhra Pradesh,2022,State,All,Emp Type,15370.42,3,99,All,EmpType,NA,NA,NA,2
17733,Daman & Diu,2018,State,All,Youth,15372.23,3,99,All,Youth,NA,2,NA,NA
30468,Daman & Diu,2018,State,All,CWS Type,15372.23,2,99,All,CWSType,NA,NA,3,NA
15264,Gujarat,2023,State,urban/rural,Sex,15373.02,4,0,Rural,Gender,1,NA,NA,NA
30636,Andaman and Nicobar Island,2018,State,All,CWS Type,15375.11,2,99,All,CWSType,NA,NA,3,NA
41879,Daman & Diu,2023,State,All,CWS Type,15376.1,Total,99,All,CWSType,NA,NA,3,NA
7339,Andhra Pradesh,2018,State,urban/rural,Sex,15376.11,Total,1,Urban,Gender,1,NA,NA,NA
10337,Daman & Diu,2020,State,urban/rural,Sex,15376.11,Total,1,Urban,Gender,1,NA,NA,NA
31437,Manipur,2018,State,urban/rural,CWS Type,15376.11,3,1,Urban,CWSType,NA,NA,1,NA
46886,Manipur,2018,State,All,Emp Type,15376.11,5,99,All,EmpType,NA,NA,NA,3
48455,Andhra Pradesh,2018,State,urban/rural,Emp Type,15376.11,3,1,Urban,EmpType,NA,NA,NA,1
10305,Meghalaya,2020,State,urban/rural,Sex,15377.52,Total,1,Urban,Gender,1,NA,NA,NA
10775,Meghalaya,2020,State,urban/rural,Sex,15377.52,3,1,Urban,Gender,1,NA,NA,NA
52829,Meghalaya,2020,State,urban/rural,Emp Type,15377.52,5,1,Urban,EmpType,NA,NA,NA,3
37831,Lakshadweep,2021,State,All,CWS Type,15378.77,2,99,All,CWSType,NA,NA,2,NA
54151,Lakshadweep,2021,State,All,Emp Type,15378.77,2,99,All,EmpType,NA,NA,NA,3
33427,Himachal Pradesh,2019,State,urban/rural,CWS Type,15382.84,4,0,Rural,CWSType,NA,NA,2,NA
25586,Tamil Nadu,2022,State,urban/rural,Youth,15384.17,4,1,Urban,Youth,NA,1,NA,NA
15320,Maharashtra,2023,State,urban/rural,Sex,15384.63,2,1,Urban,Gender,1,NA,NA,NA
33599,Delhi,2019,State,urban/rural,CWS Type,15385.57,2,0,Rural,CWSType,NA,NA,2,NA
33295,Daman & Diu,2019,State,urban/rural,CWS Type,15386.22,Total,1,Urban,CWSType,NA,NA,1,NA
18869,Kerala,2018,State,urban/rural,Youth,15386.76,3,1,Urban,Youth,NA,2,NA,NA
19192,Uttrakhand,2019,State,All,Youth,15386.76,4,99,All,Youth,NA,1,NA,NA
47502,Kerala,2018,State,urban/rural,Emp Type,15386.76,Total,1,Urban,EmpType,NA,NA,NA,2
49160,Arunachal Pradesh,2019,State,All,Emp Type,15388,4,99,All,EmpType,NA,NA,NA,2
21452,Daman & Diu,2020,State,urban/rural,Youth,15388.04,Total,1,Urban,Youth,NA,2,NA,NA
35580,Haryana,2020,State,urban/rural,CWS Type,15388.04,Total,1,Urban,CWSType,NA,NA,2,NA
43695,Gujarat,2023,State,urban/rural,CWS Type,15389.75,4,0,Rural,CWSType,NA,NA,3,NA
59720,Gujarat,2023,State,urban/rural,Emp Type,15389.75,4,0,Rural,EmpType,NA,NA,NA,1
21488,Kerala,2020,State,urban/rural,Youth,15390.32,Total,1,Urban,Youth,NA,2,NA,NA
22301,Kerala,2020,State,urban/rural,Youth,15390.32,3,1,Urban,Youth,NA,2,NA,NA
53359,Puducherry,2020,State,urban/rural,Emp Type,15392.55,3,0,Rural,EmpType,NA,NA,NA,1
42377,Daman & Diu,2023,State,All,CWS Type,15393.16,3,99,All,CWSType,NA,NA,3,NA
58475,Daman & Diu,2023,State,All,Emp Type,15393.16,4,99,All,EmpType,NA,NA,NA,2
58674,Himachal Pradesh,2023,State,urban/rural,Emp Type,15393.16,Total,1,Urban,EmpType,NA,NA,NA,3
5238,Jammu and Kashmir,2017,State,All,Sex,15396.04,Total,99,All,Gender,1,NA,NA,NA
5312,Jammu and Kashmir,2017,State,All,Sex,15396.04,3,99,All,Gender,1,NA,NA,NA
16368,Jammu and Kashmir,2017,State,urban/rural,Youth,15396.04,4,0,Rural,Youth,NA,1,NA,NA
28529,Jammu and Kashmir,2017,State,urban/rural,CWS Type,15396.04,4,0,Rural,CWSType,NA,NA,1,NA
28530,Jammu and Kashmir,2017,State,urban/rural,CWS Type,15396.04,4,0,Rural,CWSType,NA,NA,2,NA
9035,Delhi,2019,State,urban/rural,Sex,15397.43,3,1,Urban,Gender,2,NA,NA,NA
19218,Delhi,2019,State,All,Youth,15397.43,4,99,All,Youth,NA,1,NA,NA
19970,Delhi,2019,State,urban/rural,Youth,15397.43,4,1,Urban,Youth,NA,1,NA,NA
49164,Arunachal Pradesh,2019,State,All,Emp Type,15397.43,5,99,All,EmpType,NA,NA,NA,3
18806,Goa,2018,State,urban/rural,Youth,15398.14,2,0,Rural,Youth,NA,2,NA,NA
40458,Jammu and Kashmir,2022,State,urban/rural,CWS Type,15398.14,4,0,Rural,CWSType,NA,NA,2,NA
15479,Puducherry,2023,State,urban/rural,Sex,15399.26,4,0,Rural,Gender,1,NA,NA,NA
60035,Puducherry,2023,State,urban/rural,Emp Type,15399.26,4,0,Rural,EmpType,NA,NA,NA,3
52590,Bihar,2020,State,urban/rural,Emp Type,15399.81,5,1,Urban,EmpType,NA,NA,NA,3
14502,Goa,2023,State,All,Sex,15401.11,3,99,All,Gender,2,NA,NA,NA
10367,Puducherry,2020,State,urban/rural,Sex,15401.87,Total,0,Rural,Gender,1,NA,NA,NA
55741,Andhra Pradesh,2022,State,All,Emp Type,15401.93,Total,99,All,EmpType,NA,NA,NA,1
45506,Uttar Pradesh,2017,State,urban/rural,Emp Type,15402.71,4,0,Rural,EmpType,NA,NA,NA,1
24976,Rajasthan,2022,State,urban/rural,Youth,15403.53,4,0,Rural,Youth,NA,2,NA,NA
32449,Jammu and Kashmir,2019,State,All,CWS Type,15405.13,4,99,All,CWSType,NA,NA,2,NA
57111,Manipur,2022,State,urban/rural,Emp Type,15406.1,4,0,Rural,EmpType,NA,NA,NA,2
27591,Jammu and Kashmir,2017,State,All,CWS Type,15406.53,4,99,All,CWSType,NA,NA,2,NA
28285,Haryana,2017,State,urban/rural,CWS Type,15407.14,Total,1,Urban,CWSType,NA,NA,2,NA
28724,Haryana,2017,State,urban/rural,CWS Type,15407.14,3,1,Urban,CWSType,NA,NA,2,NA
33693,Uttar Pradesh,2019,State,urban/rural,CWS Type,15408.12,4,1,Urban,CWSType,NA,NA,2,NA
30209,Sikkim,2018,State,All,CWS Type,15408.21,5,99,All,CWSType,NA,NA,1,NA
37014,Puducherry,2020,State,urban/rural,CWS Type,15409.09,4,1,Urban,CWSType,NA,NA,1,NA
40155,Telangana,2022,State,All,CWS Type,15409.1,2,99,All,CWSType,NA,NA,3,NA
4220,Tripura,2022,State,urban/rural,All Households,15409.15,4,0,Rural,Total,NA,NA,NA,NA
56760,Punjab,2022,State,urban/rural,Emp Type,15409.3,5,1,Urban,EmpType,NA,NA,NA,3
56256,Goa,2022,State,All,Emp Type,15409.96,2,99,All,EmpType,NA,NA,NA,1
4442,Telangana,2022,State,urban/rural,All Households,15410.25,2,1,Urban,Total,NA,NA,NA,NA
24134,Telangana,2022,State,All,Youth,15410.25,Total,99,All,Youth,NA,2,NA,NA
26000,Manipur,2023,State,All,Youth,15410.25,4,99,All,Youth,NA,2,NA,NA
58917,Puducherry,2023,State,urban/rural,Emp Type,15410.69,Total,1,Urban,EmpType,NA,NA,NA,2
60049,Puducherry,2023,State,urban/rural,Emp Type,15410.69,3,1,Urban,EmpType,NA,NA,NA,2
57853,India,2023,National,All,Emp Type,15413.77,4,99,All,EmpType,NA,NA,NA,2
14928,Bihar,2023,State,urban/rural,Sex,15414.93,4,0,Rural,Gender,1,NA,NA,NA
43659,Madhya Pradesh,2023,State,urban/rural,CWS Type,15414.93,5,0,Rural,CWSType,NA,NA,2,NA
58218,Bihar,2023,State,All,Emp Type,15414.93,5,99,All,EmpType,NA,NA,NA,3
59238,Bihar,2023,State,urban/rural,Emp Type,15414.93,4,0,Rural,EmpType,NA,NA,NA,2
41663,Andaman and Nicobar Island,2022,State,urban/rural,CWS Type,15415.04,2,1,Urban,CWSType,NA,NA,3,NA
